コンテンツ,動画のタイトル,動画公開時刻,長さ,視聴回数
AGd59zsbicc,【絶対これ買い‼】お洒落な人が100%持ってる必須アイテムを紹介！お勧めの〇〇を！！,"Mar 31, 2019",476,93862
dPZQaJV2EkA,LAのショップで総額100万円分のガチ買い物！げんじは何を買う！？#02,"Mar 30, 2019",947,169337
6BQ20O9jkhs,【春へ!!】3月のお気に入りを大量に紹介します!! アウター、スウェット、Tシャツ!!,"Mar 29, 2019",689,117936
wmon8GfFk00,【春服】ZOZOで買える!!話題の韓国系アイテムを３点ご紹介!!,"Mar 28, 2019",490,79165
Y6JEsr9nT6c,メンズファッション分からない人この動画見れば解決します。まじで変わります。,"Mar 27, 2019",877,239865
Y54AXsGK0wU,【海外でお買い物⁉】ロサンゼルスでお洒落なショップ回ろうよ！vlog！#01,"Mar 26, 2019",672,64716
9VCT1nuBJnE,【初心者向け】コレクションってなに？わかりやすく解説します！,"Mar 25, 2019",866,31073
0my1Sf4iYhY,旅行先でもお洒落に過ごす荷物のまとめ方の5つのポイントとは？,"Mar 24, 2019",503,41272
qW3oPxIOCh8,【重要】メンズファッションの最強にモテる色を教えちゃいます。,"Mar 23, 2019",559,100478
RkJ2LFlBmUg,【超初級】そもそも春のファッションって何があるの?? 2019ver パート2！,"Mar 22, 2019",475,94126
1Mkg3W20Cb4,【超初級】そもそも春のファッションって何があるの?? 2019ver.,"Mar 21, 2019",513,233329
w_BePv5UFW4,【GU】遂に嘘みたいな価格でアウターを販売www 驚きの価格とは！？,"Mar 20, 2019",414,133952
qqIAAwpZcm0,【男でモテたい人限定】春までに絶対揃えときたいアイテム教えちゃいます。LIDNM(リドム),"Mar 19, 2019",723,108596
TEH7eTnf8n8,【ファッションYouTuber初】50万人ありがとうございます！今後の活動について,"Mar 18, 2019",355,35389
GltbcZwbUa0,【ヘアセット】寝癖の状態から速攻でキマる話題のスタイリング剤を使用レビュー!!,"Mar 17, 2019",616,68114
H4WU3VNxN7M,【着回し】黒スキニーと合わせて買いたい7つのアイテム!!,"Mar 16, 2019",553,142794
e9oMqN2zK0M,【どっちが勝つ!?】セレクトショップ社長とコーデバトル!!【モデルは太田光る!?】,"Mar 15, 2019",634,96334
8d1600jDNrs,春までに押さえときたいメンズファッションの7つの決まり事とは！？,"Mar 14, 2019",857,105421
77TLZckczE4,【実は】カジサックさんのジャージが超驚きのお値段だった！！,"Mar 13, 2019",1184,88444
tbAGEYxW5_g,【古着】げんじconverseの神ジャケットを購入！？安いのにかっこいい！！,"Mar 12, 2019",653,127854
o0pY3ZwWOTw,Fashion snap movie with Genji #001,"Mar 12, 2019",40,25085
imEfZZKyy9U,【古着】原宿の人気古着屋でお買い物！！あのアイテムがこの価格で!?,"Mar 11, 2019",629,128140
ctabAgifrMA,"【え？まじ？】５,５９５円で買えちゃうコスパ最強アウターが革命的すぎた！！！！","Mar 10, 2019",579,107848
0WITug3VPFU,【持ってる？】春のコーデに悩んでる方へ超おすすめのアウター教えます。,"Mar 9, 2019",817,126241
QIGEitR6XPU,【これ絶対買い!!】春のトレンドパンツがげちぱなかった!!超今っぽいトップスもご紹介!!,"Mar 8, 2019",549,87066
mqMFj0AUK_A,【簡単にお洒落に!?】春っぽいコーデをする方法教えちゃいます。,"Mar 7, 2019",251,92954
vy271AKXujw,【トレンド】春人気のスポーツブランドがコスパ◎で買える！ZOZOTOWNで話題の2大ブランド パンツ/スウェット,"Mar 5, 2019",497,98124
VKiOdkYcoSo,げんじが3月に絶対したいファッションとは！？春に向けて〇〇を！？,"Mar 4, 2019",605,124826
W3bNgE8YIUY,超安いのに良質でかっこいい新ブランドをご紹介！ZOZOTOWNで買えちゃいます。,"Mar 3, 2019",609,98235
TuTz5wSHxG4,【わーい!!】大人気ブランドを連続で開封して購入品レビューしてくぅ!! げちぱねえ!!,"Mar 2, 2019",859,104144
lfp__MKqp10,【驚愕】過去最高レベルで絶対買いなユニクロUのアウターをご紹介!!,"Mar 1, 2019",894,174107
1byksOUAblo,メンズファッションで着回しが最高な7つのアイテム教えちゃいます。春にまじで必須。,"Feb 28, 2019",922,262964
TSKCHHY-_OA,【話題】モテる腕時計が凄かった。。。,"Feb 26, 2019",726,76283
EyRT5OgnVig,【ユニクロU】新作デニムジャケットを徹底比較したらまさかの結果に...!!,"Feb 25, 2019",722,117172
tYbVVHU95Jo,【モテたい人必見】春に選ぶべきアイテムを3点教えちゃいます。,"Feb 24, 2019",721,102891
TIkiE78F5bc,【トレンド解説】春来る前に絶対知っておきたいメンズファッション教えちゃいます。,"Feb 23, 2019",693,101432
TN-zDk4TydM,【大量】めっちゃ購入品開封してレビューでいきます。スニーカー/アウター,"Feb 22, 2019",958,139133
dOa9FJcC6IQ,【春に向けて‼︎】ZOZOTOWNで買えるトレンド春服の着回し力が凄い!!アウター/パンツ 先行SALEも!!,"Feb 21, 2019",553,133065
NVRIdpp4cAA,【大注目】今年のZARAがヤバすぎた件・・・,"Feb 20, 2019",865,156572
E2-56GMs1sw,【超意外!?】春に大活躍のトレンドアイテムがかっこよすぎる件。,"Feb 18, 2019",569,95404
L6FE872lrP4,ユニクロユーの新作パンツ買うなら絶対これ！良い所悪い所ぶっちゃけます。【UNIQLO U】,"Feb 17, 2019",827,144475
7Tp91v9SEoc,【春のトレンド】これから着たい人気アイテムがZOZOでコスパ◎で買えるチャンス！？ アウター/シャツ/パンツ,"Feb 15, 2019",715,167449
CKll4bl4IdU,【購入品】遂にげんじあれを買う。一目惚れのあのアイテム!?,"Feb 12, 2019",452,109776
8nMVYzarIfY,【新生活】春に備えて買うべきアウターとバッグはこれだ！驚きの機能性と値段！,"Feb 11, 2019",766,82957
FUrXjM7JjOI,【 UNIQLO U 】安いのに最高品質⁉春夏に絶対買うべきアウターを紹介！！ユニクロユー！,"Feb 10, 2019",681,228945
0E67fwXvgJM,【必見!!】今のうちから押さえておくべきスポーツブランドとは!? ZOZOで激安で買える！？,"Feb 9, 2019",688,169083
xl-6rKdsJds,【大人気】げんじ春夏アイテム何を買うのか！！ショップでガチお買い物‼︎,"Feb 7, 2019",727,83385
PAV2uzDB7hQ,中目黒のお洒落なショップでガチ買い物‼ げんじは何を買う⁉ 前編！,"Feb 6, 2019",1177,265539
PNmSgDNgWK0,【急いで】超安いのにかっこいい！？GUの最新アイテムがやばかった！,"Feb 5, 2019",710,185599
4fFISs8iolU,UNIQLO Uの全ての新作を本音で語ります。失敗したくない人必見!!【ユニクロ】,"Feb 4, 2019",952,121035
0ieYEKtdmAU,【GU新作レビュー】完璧なアウターと完璧なシャツあなたならどっち選ぶ?,"Feb 3, 2019",623,111746
i0i-KTA1M9k,【ユニクロU】10万円分の新作の洋服を買ったので開封します！絶対買いはどれ！？コートニット編!!,"Feb 2, 2019",692,145704
bm1r_DvMgkI,【値段もクオリティも全て完璧⁉︎】GUの新作が絶対買いだった件。。。,"Feb 1, 2019",486,262625
C8ADvY40_IM,【GU】絶対買いな良質パンツが超安かった件！急いで！！,"Jan 31, 2019",851,149568
VSMnSR6V-PQ,可愛い女の子が教えてくれた男の苦手な服装に一同驚愕...,"Jan 29, 2019",624,261245
BCh8bCRk3oI,【トレンド】今年に流行るファッションを早くも教えちゃいます!! 3つの〇〇を紹介!! お買い物の参考に!!,"Jan 28, 2019",770,212829
0csEUAO_K5Y,世界中で大注目の限定モデルがまじで絶対買いだった件！！小物好き必見！！【ポールヒューイット】,"Jan 27, 2019",581,93149
COwergJC27g,【3大ブランド】大学生にお勧め革靴とは!? どう選ぶのが正解なの！？,"Jan 26, 2019",709,156524
a-WFKVwh9cg,【トレンド解説】今年に流行る2つのカラーを早くも教えちゃいます。お買い物の参考に!!,"Jan 25, 2019",624,140615
aaEYe9pqd9c,話題のシャンプー使ったら変わり過ぎたwwwww,"Jan 24, 2019",561,110891
AKGVvffBkD4,革靴を買ったら絶対にやるべき5つのこと。【簡単で安さ重視】,"Jan 21, 2019",791,229630
Khl-bvPi5Dk,【どっち？】王道のコートVSトレンドのダウン!!モテるのは○○!?,"Jan 20, 2019",511,158146
cQ4yScJubCY,絶対にドクターマーチン持ってる方のみ見てください。【Dr.Martens】,"Jan 18, 2019",805,218904
YSXTCovvbAg,【また意外すぎ！】女子に冬のNGファッション聞いてみた!!まさかのデニムが...??,"Jan 17, 2019",620,569317
CjiVX7LEBBc,【総まとめ】色々買い物したけどどれが最高だった？スペシャル企画！GU、AURALEE、jieda,"Jan 15, 2019",774,113202
DgTerhMEELs,【かっこよすぎ注意】絶対見るべき次に繋がる大注目コーデを紹介!! 少しでもかっこ良かったらgoodボタン!!,"Jan 14, 2019",815,109931
BbHiAgwHAek,【大人気】絶対買いなお気に入りのボアアイテム全部紹介します。,"Jan 13, 2019",643,123662
3uwoBSVgW50,【奮い立つ】とにかくかっけえコーデから刺激貰っちゃおうの会！カッコ良かったらgoodボタン!!,"Jan 12, 2019",778,148724
SKSHLoJzjT4,【お得】1年に1度のZOZOTOWN初売りSALEが凄すぎた!! 春まで使えるアイテムも◎,"Jan 11, 2019",464,137393
HkIRcwDn1iA,【何故!?】げんじが今Dr.Martensを買い直した理由とは!?,"Jan 10, 2019",751,319023
EfB2BNrPkfg,今最も買うべきメンズアイテムを6点紹介！新作？セール品？,"Jan 9, 2019",621,95407
NhB3fq-MaK4,【1月】知らなきゃ損!!この時期のコーデ方法を共有します!!,"Jan 7, 2019",384,132879
cr1qagS5R8g,【原宿・表参道】お正月に何買ってるのかインタビュー！衝撃のお買い物事情が！スニーカー、古着、,"Jan 6, 2019",810,191401
qQNG_Bwgpt4,【暴く】福袋を買わない理由教えちゃいます。,"Jan 5, 2019",607,75986
4PiX7uuOVQU,【UNIQLOが本気な件】新春セールで絶対買いなアイテムはこれ!!お買い得が満載！,"Jan 3, 2019",630,159017
1mxXsOpB1mc,【洋服限定】2018年買って良かったものハマったものランキング!!,"Dec 31, 2018",848,92853
ozHHzijRfmo,【服以外⁉︎】げんじの買って良かったもの2018年版！,"Dec 30, 2018",915,24823
XG94y9vjZvU,【インタビュー】お洒落でかっこいい人のファッション事情が凄かった!! 10代20代必見!! 少しでも参考になったらgood!!,"Dec 29, 2018",613,168480
yvhpKQsR5do,ありがとうございました。,"Dec 28, 2018",612,11263
46xeOlCf6nM,GUの冬服が安いのにかっこいい！最も買うべき〇〇とは!? 参考になったらgoodボタン!!,"Dec 27, 2018",784,78585
KBx9P3eO73s,【今年最後の買い物】大好きなブランドでニットたくさん買った！Steven Alan,"Dec 26, 2018",730,20247
MhGPq8OSgyY,【あれが!?】女子に冬のNGファッション聞いて見た！〇〇なパンツは最悪らしい！,"Dec 25, 2018",610,486044
SJMuypZ24O4,【大注目】ユニクロユーの新作で最も熱い商品はこれだ！シャツ&パンツ編!!,"Dec 24, 2018",890,27915
irvpfNpnz50,【UNIQLOの新作がヤバすぎた】話題のアイテムで絶対買いはどれ？,"Dec 23, 2018",654,17187
Nq2qBKvLkOA,【YTFF】YouTuberが着てる洋服を大調査したら凄すぎた！フィッシャーズ、きまぐれクック、Mくん、マスオ、カリスマブラザーズ、Ryuuu TV編！,"Dec 22, 2018",612,46682
U69pj4dV3SA,【YTFF】YouTuberが着てる洋服を大調査したら凄すぎた！さんこいち、スカイピース、げんじ、アバンティーズ、くまみき、キットチャンネル編！,"Dec 21, 2018",615,216592
s-4Z1M_vhHU,【patagonia】超流行ってるパタゴニアって実際どうなの！？着回し紹介します！！,"Dec 20, 2018",614,88804
T1R7g0x23wU,【まだアウター以外買ってないの？】冬急いで揃えるべきアイテムとは！？,"Dec 18, 2018",606,9186
E4xfVK-7qTQ,【超簡単】モテるマフラーの巻き方7選!!NGな巻き方もご紹介!!,"Dec 17, 2018",731,254354
Z7XMUBZWy_c,今年のマフラーの選び方とは？GUの990円のマフラーが衝撃の良さだった。。。,"Dec 15, 2018",945,35300
BNt-v3deIHI,絶対買い!!冬のMA-1がコスパ最強で着まわしも超良かった!!【黒スキニー 】【ワイドパンツ】,"Dec 14, 2018",568,18488
aOcuLOmluBE,超重要！メンズファッションのコーデ法則が凄かった！！後編,"Dec 13, 2018",610,15282
Frzt9xLjuNk,【パーカー】MサイズとLサイズを比較しておすすめのサイズ感教えます!!,"Dec 12, 2018",636,28514
kkN4GEf_hJQ,【空前の大ブーム】冬に絶対着るべきダウンジャケットの着まわし動画!!,"Dec 11, 2018",509,55301
Q0h0_Yrlirk,5時間限定動画。この動画は5時間後見れなくなります。,"Dec 11, 2018",185,0
JDFG9acdzi4,冬に絶対ゲットしたい!! オーバーコートの使い方や選び方を大公開!! LIDNM(リドム) ライトメルトンラップコート!!,"Dec 10, 2018",529,13389
ZYCpKj7zVxo,冬服7点紹介！ダウンやコートはどう着るのが正解なの？,"Dec 10, 2018",796,5849
6Nr6Na3CWgs,男二人がお洒落な古着屋で買い物したらどうなるの?? withジローさん!!,"Dec 9, 2018",699,17109
rYWoXnibVXg,知らなきゃ損！冬のコーディネートの法則5つ以上紹介します。前編,"Dec 8, 2018",606,9880
XWE8KMntohI,この動画は削除されます。まだ見れる時に見てください。,"Dec 8, 2018",89,0
SbyBAlqUNdE,今年クリスマスプレゼントで間違いない物とは!?悩んでる人限定動画!!,"Dec 7, 2018",453,1511
emcvzFUA9no,【大公開】カリブラジローさんの私服がマジで凄かった！クローゼットを大調査!!,"Dec 6, 2018",617,10884
7sXvvX4gKkU,【冬物】全品対象!!モッズコート&ニットソー＆スラックスの全身コーデが冬SALEでお買い得!!急いで!!,"Dec 5, 2018",500,2924
-Pt_ATBOs4g,【これ絶対買い!!】UNIQLOの話題の新作を2週間着てみた本音レビュー！パーカー、アウター紹介も！,"Dec 4, 2018",627,2569
3QDmjip8bhk,【超初級】そもそもコートって何色が一番使いやすいの？,"Dec 3, 2018",475,13415
vVnLkXKwL_M,【ギャツビー】今お洒落な人は皆ワックスと〇〇を混ぜて使ってる!? 【混ぜ使い】,"Dec 2, 2018",491,27337
k0SYEBY3PTY,今一番欲しい時計を入手しちゃいました。。金額は? 機能は? 【ポールヒューイット】,"Nov 30, 2018",722,28485
vPu4Z7OOB5Q,【必見】これからの時期絶対持っておくべきコートをご紹介！！,"Nov 29, 2018",897,12434
Vg-DAFZPrVs,"今持ってるコート""全21着""着てみた。","Nov 28, 2018",624,47228
fjIzP8aTAYo,UNIQLOが最高だった!? 冬服のお気に入り一気に紹介します!!,"Nov 28, 2018",1022,14728
-d4XdSaJLJI,女性必見！男性に喜ばれるクリスマスプレゼント特集!?,"Nov 27, 2018",830,5791
W3u0ojKssqc,【冬コーデ限定】GUユニクロを使った最強のお気に入りはどれ!?,"Nov 25, 2018",645,4815
